Index,Value
0,0
1,0.495398
2,0.860317
3,0.998767
4,0.874577
5,0.520888
6,0.0312714
7,-0.465104
8,-0.83767
9,-0.988925
10,-0.880037
11,-0.540847
12,-0.0616783
13,0.430798
14,0.807162
15,0.969372
16,0.8764
17,0.554626
18,0.0903716
19,-0.393323
20,-0.769421
21,-0.940372
22,-0.863498
23,-0.56166
24,-0.116532
25,0.353553
26,0.725168
27,0.902311
28,0.841287
29,0.561485
30,0.139384
31,-0.312389
32,-0.675206
33,-0.855697
34,-0.809856
35,-0.553745
36,-0.158211
37,0.270733
38,0.620402
39,0.801151
40,0.769421
41,0.538198
42,0.172367
43,-0.229478
44,-0.56168
45,-0.739396
46,-0.720327
47,-0.514719
48,-0.181287
49,0.189494
50,0.5
51,0.671248
52,0.663041
53,0.483308
54,0.1845
55,-0.151611
56,-0.436347
57,-0.597603
58,-0.598146
59,-0.444089
60,-0.181636
61,0.116604
62,0.371712
63,0.519422
64,0.526336
65,0.397311
66,0.172432
67,-0.0851838
68,-0.307081
69,-0.437722
70,-0.448401
71,-0.343342
72,-0.15674
73,0.0579829
74,0.243415
75,0.353553
76,0.365222
77,0.282668
78,0.134529
79,-0.0355449
80,-0.181636
81,-0.267989
82,-0.277753
83,-0.215888
84,-0.105887
85,0.0183159
86,0.122615
87,0.182109
88,0.187012
89,0.1437
90,0.0710198
91,-0.00663736
92,-0.0671569
93,-0.0969794
94,-0.0940619
95,-0.0668974
96,-0.0302496
97,0.000739916
98,0.0159894
99,0.0136439
100,-1.71512e-15
101,-0.0136439
102,-0.0159894
103,-0.000739916
104,0.0302496
105,0.0668974
106,0.0940619
107,0.0969794
108,0.0671569
109,0.00663736
110,-0.0710198
111,-0.1437
112,-0.187012
113,-0.182109
114,-0.122615
115,-0.0183159
116,0.105887
117,0.215888
118,0.277753
119,0.267989
120,0.181636
121,0.0355449
122,-0.134529
123,-0.282668
124,-0.365222
125,-0.353553
126,-0.243415
127,-0.0579829
128,0.15674
129,0.343342
130,0.448401
131,0.437722
132,0.307081
133,0.0851838
134,-0.172432
135,-0.397311
136,-0.526336
137,-0.519422
138,-0.371712
139,-0.116604
140,0.181636
141,0.444089
142,0.598146
143,0.597603
144,0.436347
145,0.151611
146,-0.1845
147,-0.483308
148,-0.663041
149,-0.671248
150,-0.5
151,-0.189494
152,0.181287
153,0.514719
154,0.720327
155,0.739396
156,0.56168
157,0.229478
158,-0.172367
159,-0.538198
160,-0.769421
161,-0.801151
162,-0.620402
163,-0.270733
164,0.158211
165,0.553745
166,0.809856
167,0.855697
168,0.675206
169,0.312389
170,-0.139384
171,-0.561485
172,-0.841287
173,-0.902311
