1.03118004,0.01273930
0.63312898,0.80551204
-0.28641289,0.90936084
-0.96275733,0.23922658
-0.81688261,-0.57893268
-0.00412818,-1.00078165
0.86290751,-0.56780004
0.86711589,0.27854776
0.29909585,0.94420509
-0.63038426,0.82241236
-0.99485430,0.08570164
-0.55209327,-0.82572803
0.27407587,-0.88203848
0.95985432,-0.35583650
0.88687093,0.52333665
0.11619808,0.99467474
-0.86345488,0.57912146
-0.91284122,-0.28790321
-0.28094753,-0.99394297
0.59417753,-0.73961233
1.02322017,0.08633888
0.57777725,0.83349074
-0.34314463,0.88615848
-0.94340121,0.30264965
-0.83805774,-0.46850440
-0.00089055,-0.91814420
0.83999648,-0.64197522
0.96741018,0.29727313
0.31215964,0.90000381
-0.65033386,0.79168659
-0.99878600,-0.08717828
-0.74240441,-0.84082224
0.32958685,-0.84474136
0.96137219,-0.32141093
0.81097473,0.61782587
0.05038703,0.94680536
-0.78592637,0.62143466
-0.92080606,-0.29431351
-0.25744890,-0.91909714
0.60356950,-0.85582695
1.03780407,0.00093894
0.52853362,0.80873221
-0.28558466,1.00141617
-0.97543983,0.33915122
-0.83969464,-0.70225955
0.04803553,-1.01303910
0.88664042,-0.57103398
0.96733485,0.20252693
0.31768025,0.96349073
-0.61898010,0.79267114
-1.02567181,-0.01553903
-0.62367530,-0.75795674
0.31669056,-0.90363015
0.91543964,-0.25820105
0.73506514,0.58528728
0.02654104,1.02957906
-0.74700254,0.52866198
-0.91770498,-0.27444336
-0.41198182,-0.91396158
0.52508131,-0.82953202
1.04878890,-0.00047585
0.59593549,0.75436069
-0.29173100,0.91045414
-0.97104188,0.37546616
