0.99738295,0.04217014
0.03371719,0.98930786
-1.06399450,-0.00068283
0.02602980,-0.97153939
0.98355093,-0.04583455
0.11290879,0.98192198
-1.04232034,-0.03451499
-0.00310971,-0.99610403
1.00844426,-0.01685494
-0.00684979,1.01131989
-1.07168004,-0.00828754
0.07907012,-0.99027181
8.26201485,18.56364077
-0.00489893,0.97138806
-1.02028714,-0.00833098
-0.01066433,-1.06207333
0.90849986,-0.02330273
-0.01230623,1.09336214
-0.91821759,0.03817227
0.00074420,-0.99974480
1.04926079,-0.01116925
0.01609592,0.98045095
-1.03726191,-0.04261693
0.01584841,-0.90490783
0.96930704,-0.03655259
0.06680151,0.97821502
-1.05125167,0.09977621
0.09147349,-1.03506478
0.93168634,0.01307933
-0.00286831,0.95612898
-1.08199932,0.04315977
-0.02399247,-1.00702666
1.04485976,-0.04576632
0.05904284,1.04953788
-0.97191458,0.02548941
0.12451907,-0.99528685
0.99215360,-0.04519335
-0.01698018,0.87448135
-0.89433041,-0.06769083
-0.06422811,-0.96760270
0.95913193,-0.03751451
0.01927579,0.99784927
-1.01005787,0.07525101
-0.06734291,-0.91741356
1.07181114,-0.00131142
0.05724947,0.94535745
-0.99751366,-0.00917498
0.07377848,-1.03144212
1.07596669,-0.13887897
0.02204223,1.04435318
-1.05709482,-0.05716446
-0.04572073,-0.97463463
1.02315480,-0.02307948
-0.02668373,1.00056971
-0.93444656,0.02745624
0.06899096,-1.02161204
1.04165223,-0.05342245
0.00303635,0.90923263
-0.95811644,-0.03624402
-0.03204702,-0.96554195
0.95646076,-0.02775340
0.06547210,0.98889436
-1.11929688,-0.03851785
-0.04748854,-0.96313685
