0.01188212,0.03490119
-0.00140224,-0.08047788
0.06749880,0.05540732
0.06690175,0.02932470
0.06097738,0.05013765
-0.00171704,0.04331756
-0.10818752,0.08916946
3.93870858,-3.22127086
0.04236752,-0.04465762
-0.02902769,0.11018171
-0.01797072,-0.05433585
-0.07611915,0.13630564
0.01444469,0.00588922
-0.11072470,-0.09783738
0.05065330,-0.02844037
0.03151818,-0.04650813
-0.02242606,0.03211452
0.02791397,0.05432764
-0.02967575,0.04941272
0.03562544,0.01715498
0.01304274,0.01648393
-0.02258121,0.04324280
0.06661772,0.01558203
-0.02119854,0.01372699
0.02827374,-0.04360387
0.01554804,0.01438031
-0.05642475,-0.03213484
-0.03177963,-0.01885493
-0.00941104,0.05527682
0.00374287,-0.01019611
0.07414970,0.00749508
0.09100625,-0.03874729
-0.01802870,0.00569670
0.02909999,0.08683484
0.03682428,-0.04954688
0.02580740,-0.00957289
-0.05207892,-0.00818013
0.07952188,0.06958210
-0.04897756,-0.02480466
-0.03378647,-0.10977663
0.02879712,0.00509615
0.04772520,0.06479295
-0.05075328,0.08537950
-0.05218008,0.05200174
0.00046391,-0.10537559
0.00286046,0.04796252
0.03537223,-0.00438083
0.03088260,0.04191938
-0.06892720,0.01049400
-0.01856851,-0.01654268
-0.00754810,-0.02864450
0.01663899,0.03617820
-0.04013027,-0.06236349
-0.04754682,-0.01226573
-0.01188410,-0.03047534
0.10037882,0.04838055
0.06327950,-0.07197927
-0.04100402,0.01975554
0.05279645,0.01297583
0.01751115,-0.02128147
-0.04687902,-0.04282576
0.05059845,-0.01076854
0.01760589,0.00198505
-0.06416762,-0.04030321
