1.38592459,0.44075627
0.20689613,0.76937375
0.34703743,0.30915434
0.24009454,1.11397103
-1.13891379,1.12065085
-1.18476179,-0.52822910
-0.29243686,-0.72203617
-0.27402199,-0.46610916
-0.31342995,-1.09981440
1.11608947,-1.09989587
1.32647535,0.54567362
0.29060657,0.69108343
0.34450101,0.26663673
0.23026557,1.06209883
-1.17297722,1.09536118
-1.28848153,-0.57077360
-0.28936385,-0.77703188
-0.32612521,-0.36278458
-0.23902700,-1.17697036
1.29566418,-1.12944773
1.32991290,0.47085839
0.32783279,0.76637681
0.39474458,0.32815748
0.31101069,1.16499742
-1.14807446,1.02820382
-1.29480380,-0.59059349
-0.25612264,-0.71845916
-0.37246608,-0.34999590
-0.26721409,-1.07202806
1.20232379,-1.01442198
1.36950450,0.49465678
0.19480626,0.72426647
0.37081177,0.33352924
0.31356451,1.16471283
-1.17243300,1.09222577
-1.32541618,-0.49865125
-0.28279044,-0.85173078
-0.25675648,-0.32460527
-0.29028859,-1.21067895
1.19880118,-1.11237959
1.36014772,0.45716555
0.26604507,0.76584350
0.38269502,0.38914553
0.34654535,1.08276100
-1.15001192,1.10058179
-1.39034698,-0.49356106
-0.23020499,-0.68891178
-0.32670422,-0.30993513
-0.28792333,-1.19690861
1.16816680,-1.05437697
1.32904886,0.48291803
0.13610494,0.77784180
0.39838409,0.38211834
0.23235230,1.07005655
-1.22355534,1.06748857
-1.20575411,-0.56156178
-0.32771373,-0.76205101
-0.39971650,-0.40543957
-0.26132260,-1.23062470
1.20003078,-0.97370787
1.28665004,0.43565666
0.28389142,0.74302843
0.44519253,0.27370115
0.24793640,1.21919245
